Date;spy us equity;;iev us equity;;EWJ us equity;;EPP us equity;;EEMA us equity;;ILF us equity;;RSX us equity;;SHY us equity;;IEF us equity;;TLT us equity;;JNK us equity;;AGG us equity;;EMB us equity
#¿NOMBRE?;-0,738;#¿NOMBRE?;-1,9287;#¿NOMBRE?;-1,2308;#¿NOMBRE?;-2,2505;#¿NOMBRE?;-2,2002;#¿NOMBRE?;-2,0483;#¿NOMBRE?;-2,5698;#¿NOMBRE?;0,0237;#¿NOMBRE?;0,5638;#¿NOMBRE?;1,2988;#¿NOMBRE?;-0,5292;#¿NOMBRE?;0,136;#¿NOMBRE?;-0,3054
17/08/2020;0,3177;17/08/2020;0,7869;17/08/2020;0,4149;17/08/2020;0,8826;02/11/2020;0,6737;17/08/2020;-1,792;17/08/2020;-0,8936;17/08/2020;0,0116;17/08/2020;0,1647;17/08/2020;0,2513;17/08/2020;0,6994;17/08/2020;0,1354;17/08/2020;0,1147
18/08/2020;0,216;18/08/2020;-0,0459;18/08/2020;0,3443;18/08/2020;0,0236;03/11/2020;0,2574;18/08/2020;2,0917;18/08/2020;0,6441;18/08/2020;0,0116;18/08/2020;0,1727;18/08/2020;0,7152;18/08/2020;0,019;18/08/2020;0,1436;18/08/2020;-0,1322
19/08/2020;-0,4164;19/08/2020;-0,3216;19/08/2020;-0,5318;19/08/2020;-0,4255;04/11/2020;3,5687;19/08/2020;-1,7001;19/08/2020;-0,9386;19/08/2020;0;19/08/2020;-0,1313;19/08/2020;-0,6252;19/08/2020;-0,39;19/08/2020;-0,1519;19/08/2020;-0,2295
20/08/2020;0,3114;20/08/2020;-0,2766;20/08/2020;-0,3622;20/08/2020;-0,2849;05/11/2020;1,6361;20/08/2020;0;20/08/2020;-1,5073;20/08/2020;0;20/08/2020;0,2876;20/08/2020;0,9039;20/08/2020;0,4106;20/08/2020;0,1774;20/08/2020;0,23
21/08/2020;0,3547;21/08/2020;-0,9244;21/08/2020;-0,277;21/08/2020;-0,1667;06/11/2020;0,0732;21/08/2020;-1,286;21/08/2020;-1,2243;21/08/2020;-0,0116;21/08/2020;0,0738;21/08/2020;0,5992;21/08/2020;-0,019;21/08/2020;0,1012;21/08/2020;0,3177
24/08/2020;1,0133;24/08/2020;1,5862;24/08/2020;1,1109;24/08/2020;1,0494;09/11/2020;0,0975;24/08/2020;1,2129;24/08/2020;1,0624;24/08/2020;-0,0116;24/08/2020;-0,1392;24/08/2020;-0,1625;24/08/2020;0,5422;24/08/2020;-0,0421;24/08/2020;0,2024
25/08/2020;0,3499;25/08/2020;0,2296;25/08/2020;-0,1373;25/08/2020;0;10/11/2020;-1,3514;25/08/2020;0,4882;25/08/2020;-0,7446;25/08/2020;0,0116;25/08/2020;-0,2419;25/08/2020;-0,7654;25/08/2020;0,1703;25/08/2020;-0,2107;25/08/2020;-0,4917
26/08/2020;1,0026;26/08/2020;0,8018;26/08/2020;0,2751;26/08/2020;0,4248;11/11/2020;0,9996;26/08/2020;-2,2527;26/08/2020;0,4413;26/08/2020;0;26/08/2020;-0,037;26/08/2020;-0,3826;26/08/2020;-0,0189;26/08/2020;-0,0169;26/08/2020;-0,2294
27/08/2020;0,2187;27/08/2020;-1,2955;27/08/2020;-0,9258;27/08/2020;-0,5405;12/11/2020;-0,4154;27/08/2020;0,1808;27/08/2020;-0,703;27/08/2020;-0,0116;27/08/2020;-0,3536;27/08/2020;-1,7009;27/08/2020;-0,1323;27/08/2020;-0,3464;27/08/2020;-0,4687
28/08/2020;0,6459;28/08/2020;0,7368;28/08/2020;0,5364;28/08/2020;1,1578;13/11/2020;1,2515;28/08/2020;3,4732;28/08/2020;0,3982;28/08/2020;0,0347;28/08/2020;0,165;28/08/2020;-0,0744;28/08/2020;0,0662;28/08/2020;0,1357;28/08/2020;0,933
31/08/2020;-0,3623;31/08/2020;-0,9371;31/08/2020;-0,1377;31/08/2020;-0,8176;16/11/2020;1,0664;31/08/2020;-3,7489;31/08/2020;-0,0441;31/08/2020;0,0347;31/08/2020;0,1071;31/08/2020;0,6641;31/08/2020;-0,0378;31/08/2020;0,2201;31/08/2020;-0,0088
01/09/2020;0,9419;01/09/2020;-0,1154;01/09/2020;0,2758;01/09/2020;0,0471;17/11/2020;-0,4077;01/09/2020;3,7591;01/09/2020;0,5732;01/09/2020;-0,0241;01/09/2020;0,3276;01/09/2020;1,1424;01/09/2020;0,4803;01/09/2020;0,2072;01/09/2020;0,6722
02/09/2020;1,4464;02/09/2020;1,5939;02/09/2020;0,9969;02/09/2020;1,1064;18/11/2020;-0,313;02/09/2020;0;02/09/2020;-2,5866;02/09/2020;0,0116;02/09/2020;0,1396;02/09/2020;0,952;02/09/2020;0,1701;02/09/2020;0,2027;02/09/2020;0,4122
03/09/2020;-3,4414;03/09/2020;-2,3874;03/09/2020;-1,7529;03/09/2020;-2,1653;19/11/2020;0,1812;03/09/2020;-0,5238;03/09/2020;-1,8002;03/09/2020;-0,0116;03/09/2020;0,1312;03/09/2020;0,2841;03/09/2020;-0,6131;03/09/2020;0,0253;03/09/2020;-0,5066
04/09/2020;-0,8165;04/09/2020;0,2329;04/09/2020;0,5543;04/09/2020;-0,7377;20/11/2020;0,9644;04/09/2020;0,5265;04/09/2020;1,0541;04/09/2020;-0,0347;04/09/2020;-0,5567;04/09/2020;-1,8988;04/09/2020;-0,2847;04/09/2020;-0,4971;04/09/2020;-0,4302
08/09/2020;-2,7323;08/09/2020;-1,4176;08/09/2020;-0,8269;08/09/2020;-1,1748;23/11/2020;0,3104;08/09/2020;-2,8808;08/09/2020;-3,6281;08/09/2020;0,0116;08/09/2020;0,214;08/09/2020;0,6145;08/09/2020;-0,6092;08/09/2020;0,1101;08/09/2020;-0,3968
09/09/2020;1,9747;09/09/2020;2,381;09/09/2020;0,3474;09/09/2020;1,7225;24/11/2020;1,1546;09/09/2020;2,3371;09/09/2020;1,6941;09/09/2020;0,0116;09/09/2020;-0,0493;09/09/2020;-0,2687;09/09/2020;0,747;09/09/2020;-0,0085;09/09/2020;0,5046
10/09/2020;-1,7364;10/09/2020;-1,3585;10/09/2020;0,0519;10/09/2020;-2,1464;25/11/2020;-0,9414;10/09/2020;-2,4594;10/09/2020;-0,509;10/09/2020;-0,0116;10/09/2020;0,1233;10/09/2020;0,5083;10/09/2020;-0,3707;10/09/2020;0,0085;10/09/2020;-0,2819
11/09/2020;0,0509;11/09/2020;1,0271;11/09/2020;1,2976;11/09/2020;0,8287;27/11/2020;1,3424;11/09/2020;0,6754;11/09/2020;0,9767;11/09/2020;0,0231;11/09/2020;0,156;11/09/2020;0,2132;11/09/2020;0,2385;11/09/2020;0,1184;11/09/2020;0,0353
14/09/2020;1,3171;14/09/2020;0,2311;14/09/2020;0,7173;14/09/2020;0,8219;30/11/2020;-2,696;14/09/2020;2,5045;14/09/2020;1,0594;14/09/2020;-0,0116;14/09/2020;-0,0902;14/09/2020;-0,0061;14/09/2020;-0,1333;14/09/2020;0,0084;14/09/2020;0,0971
15/09/2020;0,5052;15/09/2020;0,6916;15/09/2020;0,4579;15/09/2020;0,9111;01/12/2020;1,7468;15/09/2020;-0,5236;15/09/2020;1,4129;15/09/2020;0,0058;15/09/2020;-0,0492;15/09/2020;-0,2432;15/09/2020;0,2192;15/09/2020;0,0084;15/09/2020;0,1676
16/09/2020;-0,3969;16/09/2020;-0,1145;16/09/2020;0,3545;16/09/2020;0,0238;02/12/2020;0,0118;16/09/2020;0,3947;16/09/2020;-0,0899;16/09/2020;0,0173;16/09/2020;-0,0575;16/09/2020;-0,2987;16/09/2020;-0,0285;16/09/2020;-0,0507;16/09/2020;-0,2378
17/09/2020;-0,8795;17/09/2020;0,2292;17/09/2020;0,1177;17/09/2020;-0,4988;03/12/2020;1,172;17/09/2020;0,1747;17/09/2020;-0,09;17/09/2020;-0,0231;17/09/2020;0,0287;17/09/2020;0,3057;17/09/2020;0,0381;17/09/2020;0,0254;17/09/2020;-0,4149
18/09/2020;-1,1466;18/09/2020;-0,9147;18/09/2020;-0,4368;18/09/2020;-0,8833;04/12/2020;0,8659;18/09/2020;-3,358;18/09/2020;-1,5308;18/09/2020;0,0116;18/09/2020;-0,0862;18/09/2020;-0,3108;18/09/2020;-0,2948;18/09/2020;-0,1183;18/09/2020;-0,461
21/09/2020;-1,113;21/09/2020;-3,0925;21/09/2020;-1,485;21/09/2020;-2,1676;07/12/2020;-0,1044;21/09/2020;-2,0307;21/09/2020;-2,8349;21/09/2020;-0,0116;21/09/2020;0,1808;21/09/2020;0,5074;21/09/2020;-0,8965;21/09/2020;0,0169;21/09/2020;-0,9796
22/09/2020;1,0184;22/09/2020;-0,262;22/09/2020;0,3083;22/09/2020;0,1969;08/12/2020;-0,1742;22/09/2020;-0,4606;22/09/2020;1,6471;22/09/2020;0,0231;22/09/2020;0;22/09/2020;-0,0791;22/09/2020;0,3176;22/09/2020;0,0761;22/09/2020;-0,2069
23/09/2020;-2,3191;23/09/2020;-1,2655;23/09/2020;0,5806;23/09/2020;-0,9337;09/12/2020;-0,698;23/09/2020;-3,6557;23/09/2020;-2,6389;23/09/2020;0;23/09/2020;0;23/09/2020;0,1339;23/09/2020;-0,9401;23/09/2020;-0,2113;23/09/2020;-1,2888
24/09/2020;0,2666;24/09/2020;-0,1693;24/09/2020;-0,3905;24/09/2020;-0,2232;10/12/2020;0,9606;24/09/2020;2,6417;24/09/2020;0,1427;24/09/2020;-0,0116;24/09/2020;0,0492;24/09/2020;0,383;24/09/2020;-0,0775;24/09/2020;0,0085;24/09/2020;0,2648
25/09/2020;1,6167;25/09/2020;0,1453;25/09/2020;0,1534;25/09/2020;1,1434;11/12/2020;-0,7194;25/09/2020;-0,5615;25/09/2020;-0,9497;25/09/2020;0,0116;25/09/2020;0,082;25/09/2020;0;25/09/2020;-0,0969;25/09/2020;0,0339;25/09/2020;0,4826
28/09/2020;1,6609;28/09/2020;1,8384;28/09/2020;1,3955;28/09/2020;0,7864;14/12/2020;-0,0747;28/09/2020;-1,6471;28/09/2020;-0,1438;28/09/2020;0,0116;28/09/2020;-0,0164;28/09/2020;-0,2846;28/09/2020;0,7082;28/09/2020;0,0847;28/09/2020;0,2266
29/09/2020;-0,5446;29/09/2020;-0,0238;29/09/2020;-0,0839;29/09/2020;-0,9754;15/12/2020;0,5547;29/09/2020;-1,2919;29/09/2020;-0,5281;29/09/2020;-0,0116;29/09/2020;0,0737;29/09/2020;0,1154;29/09/2020;0,0771;29/09/2020;0,0169;29/09/2020;-0,226
30/09/2020;0,7582;30/09/2020;-0,5464;30/09/2020;-0,7727;30/09/2020;-0,0739;16/12/2020;0,4108;30/09/2020;2,0843;30/09/2020;1,11;30/09/2020;0,0116;30/09/2020;-0,2702;30/09/2020;-0,9585;30/09/2020;0,3658;30/09/2020;-0,1607;30/09/2020;0,4894
01/10/2020;0,642;01/10/2020;0,7167;01/10/2020;0,0169;01/10/2020;0,8871;17/12/2020;0,5026;01/10/2020;-0,5223;01/10/2020;-0,3341;01/10/2020;-0,0231;01/10/2020;0,0569;01/10/2020;0,1648;01/10/2020;0,321;01/10/2020;0,137;01/10/2020;0,1858
02/10/2020;-0,9494;02/10/2020;0,0237;02/10/2020;-0,4909;02/10/2020;-0,3175;18/12/2020;-0,1861;02/10/2020;-0,6683;02/10/2020;-0,8621;02/10/2020;0,0116;02/10/2020;-0,1026;02/10/2020;-0,3734;02/10/2020;-0,048;02/10/2020;-0,1017;02/10/2020;-0,3522
05/10/2020;1,7733;05/10/2020;1,7548;05/10/2020;0,8165;05/10/2020;1,6908;21/12/2020;-1,3517;05/10/2020;3,4118;05/10/2020;1,6425;05/10/2020;-0,0347;05/10/2020;-0,6287;05/10/2020;-1,9539;05/10/2020;0,682;05/10/2020;-0,3223;05/10/2020;0,3897
06/10/2020;-1,4216;06/10/2020;-1,4449;06/10/2020;-0,2193;06/10/2020;-0,8916;22/12/2020;-0,6024;06/10/2020;-1,3476;06/10/2020;-0,1426;06/10/2020;0;06/10/2020;0,2316;06/10/2020;0,5389;06/10/2020;-0,2194;06/10/2020;0,0851;06/10/2020;0,0722
07/10/2020;1,7407;07/10/2020;0,8749;07/10/2020;0,5242;07/10/2020;1,4588;23/12/2020;0,7724;07/10/2020;0,5181;07/10/2020;-1,0947;07/10/2020;-0,0116;07/10/2020;-0,2888;07/10/2020;-0,7293;07/10/2020;0,392;07/10/2020;-0,068;07/10/2020;0,2165
08/10/2020;0,8863;08/10/2020;0,9611;08/10/2020;0,0336;08/10/2020;0,8627;24/12/2020;-0,4599;08/10/2020;3,5145;08/10/2020;1,2512;08/10/2020;0;08/10/2020;0,182;08/10/2020;0,54;08/10/2020;0,3143;08/10/2020;0,1276;08/10/2020;0,9722
09/10/2020;0,893;09/10/2020;0,9287;09/10/2020;-0,0168;09/10/2020;0,3564;28/12/2020;0,2251;09/10/2020;1,0412;09/10/2020;0,7129;09/10/2020;0;09/10/2020;-0,0496;09/10/2020;-0,0187;09/10/2020;0,1519;09/10/2020;0,0255;09/10/2020;0,2407
12/10/2020;1,6088;12/10/2020;0,6671;12/10/2020;0,2691;12/10/2020;0,5208;29/12/2020;1,5983;12/10/2020;0,3584;12/10/2020;0,2832;12/10/2020;0,0231;12/10/2020;0,1074;12/10/2020;0,3186;12/10/2020;0,5688;12/10/2020;0,1954;12/10/2020;0,2579
13/10/2020;-0,6526;13/10/2020;-1,4397;13/10/2020;-0,3187;13/10/2020;-0,5652;30/12/2020;1,6379;13/10/2020;-1,1161;13/10/2020;-0,9882;13/10/2020;-0,0116;13/10/2020;0,2229;13/10/2020;0,7161;13/10/2020;-0,4148;13/10/2020;0,0254;13/10/2020;-0,2484
14/10/2020;-0,6283;14/10/2020;-0,3942;14/10/2020;0,1514;14/10/2020;-0,1184;31/12/2020;0,1374;14/10/2020;0,1354;14/10/2020;0,2852;14/10/2020;0;14/10/2020;0,0329;14/10/2020;0,2287;14/10/2020;-0,2272;14/10/2020;0,0593;14/10/2020;-0,0356
15/10/2020;-0,1236;15/10/2020;-1,4898;15/10/2020;-0,8401;15/10/2020;-0,7825;04/01/2021;0,8688;15/10/2020;-0,7665;15/10/2020;-1,7062;15/10/2020;0,0231;15/10/2020;-0,107;15/10/2020;-0,1727;15/10/2020;-0,0569;15/10/2020;-0,0847;15/10/2020;-0,4003
16/10/2020;-0,0604;16/10/2020;0,8979;16/10/2020;-0,2033;16/10/2020;-0,0239;05/01/2021;2,5159;16/10/2020;-0,8178;16/10/2020;-0,0482;16/10/2020;-0,0116;16/10/2020;-0,0577;16/10/2020;-0,2781;16/10/2020;-0,2088;16/10/2020;-0,0509;16/10/2020;0,1518
19/10/2020;-1,5203;19/10/2020;-0,5386;19/10/2020;0,1188;19/10/2020;-0,4303;06/01/2021;-0,6633;19/10/2020;0,5955;19/10/2020;-0,1447;19/10/2020;0;19/10/2020;-0,1649;19/10/2020;-0,378;19/10/2020;-0,2093;19/10/2020;-0,1188;19/10/2020;-0,5797
20/10/2020;0,4006;20/10/2020;0,8241;20/10/2020;0,017;20/10/2020;0,048;07/01/2021;0,7679;20/10/2020;2,1858;20/10/2020;1,3043;20/10/2020;-0,0116;20/10/2020;-0,2148;20/10/2020;-0,9516;20/10/2020;0,3432;20/10/2020;-0,0849;20/10/2020;0,0538
21/10/2020;-0,1893;21/10/2020;-1,121;21/10/2020;0,7799;21/10/2020;0;08/01/2021;2,4296;21/10/2020;0,6239;21/10/2020;0,0954;21/10/2020;0;21/10/2020;-0,1325;21/10/2020;-0,3454;21/10/2020;-0,0285;21/10/2020;-0,119;21/10/2020;-0,511
22/10/2020;0,5485;22/10/2020;0,0236;22/10/2020;-0,286;22/10/2020;0,8399;11/01/2021;-0,9164;22/10/2020;1,6829;22/10/2020;0,8576;22/10/2020;-0,0347;22/10/2020;-0,3482;22/10/2020;-1,0397;22/10/2020;0,1616;22/10/2020;-0,1787;22/10/2020;-0,4686
23/10/2020;0,3395;23/10/2020;1,0153;23/10/2020;0,0506;23/10/2020;0,4522;12/01/2021;0,7508;23/10/2020;-0,392;23/10/2020;1,2754;23/10/2020;0,0116;23/10/2020;0,1414;23/10/2020;0,6113;23/10/2020;0,1044;23/10/2020;0,1449;23/10/2020;0,4708
26/10/2020;-1,848;26/10/2020;-2,2674;26/10/2020;-0,9612;26/10/2020;-1,0898;13/01/2021;0,54;26/10/2020;-0,8308;26/10/2020;-1,8657;26/10/2020;0,0116;26/10/2020;0,2658;26/10/2020;0,9303;26/10/2020;-0,7961;26/10/2020;0,1362;26/10/2020;-0,3605
27/10/2020;-0,3447;27/10/2020;-1,3872;27/10/2020;0,3576;27/10/2020;-0,8383;14/01/2021;0,5271;27/10/2020;-2,0723;27/10/2020;-1,6635;27/10/2020;0;27/10/2020;0,2237;27/10/2020;0,6709;27/10/2020;0,0191;27/10/2020;0,2295;27/10/2020;0,5969
28/10/2020;-3,4179;28/10/2020;-3,8322;28/10/2020;-1,3573;28/10/2020;-2,1498;15/01/2021;-1,08;28/10/2020;-4,6826;28/10/2020;-5,1232;28/10/2020;0;28/10/2020;-0,0083;28/10/2020;0,0934;28/10/2020;-0,8406;28/10/2020;-0,1442;28/10/2020;-0,8541
29/10/2020;1,0163;29/10/2020;0,2774;29/10/2020;0,7568;29/10/2020;0,1481;19/01/2021;1,696;29/10/2020;0,6613;29/10/2020;0,7641;29/10/2020;0,0231;29/10/2020;-0,4216;29/10/2020;-0,9708;29/10/2020;0,2601;29/10/2020;-0,1784;29/10/2020;0,0363
30/10/2020;-1,0425;30/10/2020;-0,3773;30/10/2020;-0,5804;30/10/2020;-0,7888;20/01/2021;1,9545;30/10/2020;-1,2201;30/10/2020;-1,6431;30/10/2020;-0,0116;30/10/2020;-0,3238;30/10/2020;-0,9866;30/10/2020;0,2114;30/10/2020;-0,2723;30/10/2020;-0,2719
02/11/2020;1,1208;02/11/2020;1,54;02/11/2020;1,0474;02/11/2020;0,7702;21/01/2021;0,4376;02/11/2020;0,9026;02/11/2020;1,6191;02/11/2020;-0,0016;02/11/2020;0,1715;02/11/2020;0,7485;02/11/2020;0,2446;02/11/2020;0,1809;02/11/2020;0,1597
03/11/2020;1,7656;03/11/2020;3,0085;03/11/2020;2,1071;03/11/2020;2,5641;22/01/2021;-0,9025;03/11/2020;1,6478;03/11/2020;2,6302;03/11/2020;-0,0232;03/11/2020;-0,2246;03/11/2020;-0,5801;03/11/2020;0,9509;03/11/2020;-0,0427;03/11/2020;0,8106
04/11/2020;2,2349;04/11/2020;1,4;04/11/2020;-0,1664;04/11/2020;1,1058;25/01/2021;1,0468;04/11/2020;1,5285;04/11/2020;3,7457;04/11/2020;0,0232;04/11/2020;0,8422;04/11/2020;2,1692;04/11/2020;0,8944;04/11/2020;0,6657;04/11/2020;1,9333
05/11/2020;1,9503;05/11/2020;2,4042;05/11/2020;2,4671;05/11/2020;2,7104;26/01/2021;-0,7873;05/11/2020;5,292;05/11/2020;1,5677;05/11/2020;-0,0232;05/11/2020;-0,0165;05/11/2020;0,1738;05/11/2020;0,4055;05/11/2020;0,0933;05/11/2020;0,3811
06/11/2020;-0,0228;06/11/2020;0,3254;06/11/2020;0,0813;06/11/2020;-0,1852;27/01/2021;-3,1638;06/11/2020;2,2964;06/11/2020;0,2806;06/11/2020;0,0116;06/11/2020;-0,3391;06/11/2020;-1,2085;06/11/2020;-0,3193;06/11/2020;-0,2202;06/11/2020;-0,4415
09/11/2020;1,2566;09/11/2020;2,9657;09/11/2020;2,9421;09/11/2020;3,3859;28/01/2021;0,647;09/11/2020;3,6425;09/11/2020;3,3582;09/11/2020;-0,0347;09/11/2020;-0,7386;09/11/2020;-2,1015;09/11/2020;0,7161;09/11/2020;-0,4669;09/11/2020;0,4789
10/11/2020;-0,1467;10/11/2020;1,5077;10/11/2020;-0,379;10/11/2020;0,6057;29/01/2021;-2,2606;10/11/2020;1,7981;10/11/2020;0,9477;10/11/2020;-0,0116;10/11/2020;-0,2843;10/11/2020;-0,5767;10/11/2020;-0,0281;10/11/2020;-0,162;10/11/2020;-0,1059
11/11/2020;0,7429;11/11/2020;0,9754;11/11/2020;0,6023;11/11/2020;0,9365;01/02/2021;2,8061;11/11/2020;0,4014;11/11/2020;-0,4917;11/11/2020;-0,0232;11/11/2020;0,1593;11/11/2020;0,3609;11/11/2020;-0,1497;11/11/2020;0,0598;11/11/2020;0,3799
12/11/2020;-0,9701;12/11/2020;-1,4709;12/11/2020;-1,544;12/11/2020;-1,7451;02/02/2021;1,1408;12/11/2020;-3,1587;12/11/2020;-0,7188;12/11/2020;0,0116;12/11/2020;0,5692;12/11/2020;1,7018;12/11/2020;-0,5623;12/11/2020;0,4183;12/11/2020;-0,1936
13/11/2020;1,3844;13/11/2020;1,5597;13/11/2020;1,4242;13/11/2020;1,259;03/02/2021;0,6958;13/11/2020;2,147;13/11/2020;1,5385;13/11/2020;0;13/11/2020;-0,1332;13/11/2020;-0,1326;13/11/2020;0,3205;13/11/2020;0,017;13/11/2020;0,388
16/11/2020;1,2483;16/11/2020;0,9434;16/11/2020;1,42;16/11/2020;1,5542;04/02/2021;0,0628;16/11/2020;2,7486;16/11/2020;2,9412;16/11/2020;0,0232;16/11/2020;-0,075;16/11/2020;-0,2403;16/11/2020;0,5543;16/11/2020;-0,0085;16/11/2020;0,2196
17/11/2020;-0,5378;17/11/2020;-0,1304;17/11/2020;-0,3889;17/11/2020;0,3279;05/02/2021;0,2874;17/11/2020;2,203;17/11/2020;-1,342;17/11/2020;-0,0116;17/11/2020;0,2586;17/11/2020;0,6528;17/11/2020;0,0934;17/11/2020;0,204;17/11/2020;-0,1753
18/11/2020;-1,2035;18/11/2020;-0,5441;18/11/2020;-0,6716;18/11/2020;-0,1525;08/02/2021;0,3658;18/11/2020;-0,9623;18/11/2020;0,7898;18/11/2020;0;18/11/2020;-0,0333;18/11/2020;0,2897;18/11/2020;-0,224;18/11/2020;0,0679;18/11/2020;-0,0878
19/11/2020;0,421;19/11/2020;0,7221;19/11/2020;0,6604;19/11/2020;0,502;09/02/2021;1,0651;19/11/2020;0,855;19/11/2020;-0,566;19/11/2020;0,0232;19/11/2020;0,1082;19/11/2020;0,5148;19/11/2020;0,3555;19/11/2020;0,1865;19/11/2020;0,2285
20/11/2020;-0,6848;20/11/2020;-0,1303;20/11/2020;1,1246;20/11/2020;0,4995;10/02/2021;0,7508;20/11/2020;-1,3873;20/11/2020;-0,2189;20/11/2020;0,0116;20/11/2020;0,1746;20/11/2020;0,887;20/11/2020;-0,1585;20/11/2020;0,1015;20/11/2020;0,0702
23/11/2020;0,5994;23/11/2020;-0,087;23/11/2020;0,0618;23/11/2020;-0,3673;11/02/2021;1,2148;23/11/2020;1,1723;23/11/2020;0,3949;23/11/2020;0;23/11/2020;-0,1992;23/11/2020;-0,4582;23/11/2020;0,1494;23/11/2020;-0,0254;23/11/2020;-0,0789
24/11/2020;1,6114;24/11/2020;1,5676;24/11/2020;1,5128;24/11/2020;2,2338;12/02/2021;0,2017;24/11/2020;3,7466;24/11/2020;2,1416;24/11/2020;0,0116;24/11/2020;-0,158;24/11/2020;-0,9952;24/11/2020;0,261;24/11/2020;-0,1353;24/11/2020;0,1403
25/11/2020;-0,1542;25/11/2020;0,0214;25/11/2020;-0,7147;25/11/2020;0;16/02/2021;0,0101;25/11/2020;0,4095;25/11/2020;0,7702;25/11/2020;0,0116;25/11/2020;0,0333;25/11/2020;-0,3078;25/11/2020;-0,0093;25/11/2020;-0,0339;25/11/2020;-0,0788
27/11/2020;0,2785;27/11/2020;0,3643;27/11/2020;1,4397;27/11/2020;-0,1485;17/02/2021;0,156;27/11/2020;-0,1854;27/11/2020;-0,8917;27/11/2020;0;27/11/2020;0,2997;27/11/2020;0,9705;27/11/2020;0,1209;27/11/2020;0,1694;27/11/2020;0,3243
30/11/2020;-0,4427;30/11/2020;-1,6442;30/11/2020;-2,7782;30/11/2020;-2,6981;18/02/2021;-1,6128;30/11/2020;-2,266;30/11/2020;-2,3136;30/11/2020;0,0232;30/11/2020;-0,0664;30/11/2020;-0,1248;30/11/2020;-0,1208;30/11/2020;0,1353;30/11/2020;-0,1922
01/12/2020;1,0937;01/12/2020;2,4533;01/12/2020;2,05;01/12/2020;1,7904;19/02/2021;0,8477;01/12/2020;5,0551;01/12/2020;2,7193;01/12/2020;-0,0545;01/12/2020;-0,5318;01/12/2020;-1,4729;01/12/2020;0,4132;01/12/2020;-0,3159;01/12/2020;0,2501
02/12/2020;0,2104;02/12/2020;0,1271;02/12/2020;-0,1674;02/12/2020;0,1931;22/02/2021;-2,9573;02/12/2020;0,7598;02/12/2020;1,6652;02/12/2020;0,0232;02/12/2020;-0,1671;02/12/2020;-0,7937;02/12/2020;0,2046;02/12/2020;-0,1103;02/12/2020;0,0526
03/12/2020;-0,0273;03/12/2020;0,0847;03/12/2020;0,2439;03/12/2020;0,5352;23/02/2021;0,3027;03/12/2020;1,3645;03/12/2020;-0,126;03/12/2020;0,0232;03/12/2020;0,2678;03/12/2020;0,8064;03/12/2020;0,065;03/12/2020;0,1699;03/12/2020;0,4203
04/12/2020;0,8618;04/12/2020;0,8881;04/12/2020;0,4562;04/12/2020;0,8518;24/02/2021;-0,7491;04/12/2020;1,7357;04/12/2020;1,6821;04/12/2020;-0,0116;04/12/2020;-0,3924;04/12/2020;-1,4666;04/12/2020;0,4173;04/12/2020;-0,2714;04/12/2020;0,0872
07/12/2020;-0,2055;07/12/2020;-0,524;07/12/2020;-1,4684;07/12/2020;-0,549;25/02/2021;-1,8136;07/12/2020;-0,5223;07/12/2020;0,4963;07/12/2020;0,0232;07/12/2020;0,3101;07/12/2020;0,9021;07/12/2020;-0,0646;07/12/2020;0,1531;07/12/2020;-0,0174
08/12/2020;0,2926;08/12/2020;0,4003;08/12/2020;0,2305;08/12/2020;0,2335;26/02/2021;-1,2706;08/12/2020;0,14;08/12/2020;0,2058;08/12/2020;-0,0232;08/12/2020;0,1003;08/12/2020;0,4725;08/12/2020;0;08/12/2020;0,0085;08/12/2020;-0,1656
09/12/2020;-0,8969;09/12/2020;-0,042;09/12/2020;0,7051;09/12/2020;0,233;01/03/2021;2,8009;09/12/2020;-1,2233;09/12/2020;-0,1232;09/12/2020;-0,0116;09/12/2020;-0,1419;09/12/2020;-0,3305;09/12/2020;-0,2218;09/12/2020;-0,1443;09/12/2020;-0,2444
10/12/2020;-0,0327;10/12/2020;-0,126;10/12/2020;0,1674;10/12/2020;0,634;02/03/2021;-1,336;10/12/2020;3,9632;10/12/2020;3,2895;10/12/2020;0,0232;10/12/2020;0,2257;10/12/2020;0,8864;10/12/2020;0,1667;10/12/2020;0,2466;10/12/2020;0,4987
11/12/2020;-0,1173;11/12/2020;-0,6096;11/12/2020;0,2127;11/12/2020;-0,546;03/03/2021;-0,1386;11/12/2020;-0,919;11/12/2020;-0,0796;11/12/2020;0,0579;11/12/2020;0,2002;11/12/2020;0,354;11/12/2020;-0,0832;11/12/2020;0,1103;11/12/2020;0,0522
14/12/2020;-0,4477;14/12/2020;-0,0681;14/12/2020;0,331;14/12/2020;0,4151;04/03/2021;-2,3596;14/12/2020;-0,9982;14/12/2020;-1,753;14/12/2020;-0,0116;14/12/2020;-0,0583;14/12/2020;-0,2771;14/12/2020;-0,0278;14/12/2020;-0,0593;14/12/2020;0
15/12/2020;1,3519;15/12/2020;1,3859;15/12/2020;0,7131;15/12/2020;0,8722;05/03/2021;0,9076;15/12/2020;1,9271;15/12/2020;1,7437;15/12/2020;0;15/12/2020;-0,0999;15/12/2020;-0,3347;15/12/2020;0,3518;15/12/2020;0,0593;15/12/2020;0,3394
